title,company,expirence,salary,location,skill,date
Sap Bods Data Migration Consultant,Wipro,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'SAP', 'data quality', 'data analysis', 'Bods', 'sap data services', 'data mapping', 'data migration']",5 DAYS AGO
Advisor Data science,Dell,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Visual Basic Programming', 'Data science', 'statistical skills', 'IT Skills', 'Machine Learning', 'Big Data', 'C', 'Algorithms']",6 DAYS AGO
Data Engineering Advisor,Dell,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['digital marketing', 'lifecycle management data engineering skills', 'IT Skills', 'Python', 'Testing', 'Data Science', 'Machine Learning', 'Project Management']",6 DAYS AGO
Data Engineer II,Flipkart,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Performance tuning', 'Data modeling', 'Debugging', 'Agile', 'OLAP', 'Business intelligence', 'SDLC']",7 DAYS AGO
Data Engineer I,Flipkart,1-3 Yrs,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Performance tuning', 'Data modeling', 'Debugging', 'Agile', 'OLAP', 'Business intelligence', 'SDLC']",7 DAYS AGO
"Advisor, Data Science",Dell,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Tensorflow', 'PyTorch', 'Python', 'IT Skills', 'Data Science', 'Machine Learning', 'Big Data', 'Power BI']",7 DAYS AGO
Advisor Digital Analytics and Data Science,Dell,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data Science', 'Digital Analytics', 'SQL', 'OLAP', 'Power Bi', 'Tableau', 'Hive', 'communication']",7 DAYS AGO
Data Engineer,Enquero,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Pandas', 'data analysis', 'NumPy', 'Java', 'Spark', 'ETL', 'HDFS', 'Kafka']",7 DAYS AGO
Data Engineer: Data Integration,IBM,2-5 Yrs,Not disclosed,Kolkata,"['IT Skills', 'Python', 'Cloud', 'Business process', 'Interpersonal skills', 'Data management', 'Time management', 'Data quality']",19 DAYS AGO
Snowflake Data Engineer,Capgemini,4-6 Yrs,Not disclosed,Mumbai,"['Snowflake', 'Data Warehouse', 'SQL queries', 'verbal', 'Python', 'written communication', 'SQL', 'Unix']",21 DAYS AGO
Specialist - Data Management Engineer,BNY Mellon,6-8 Yrs,Not disclosed,Pune,"['Computer science', 'Data management', 'Data modeling', 'Database design', 'Database administration', 'Representative', 'Application software', 'Data warehousing']",21 DAYS AGO
Data Engineer,Epergne Solutions,4-9 Yrs,Not disclosed,Singapore,"['spark', 'Hadoop', 'HDFS', 'SOA', 'Java', 'Micro - services', 'Linux scripting', 'Unix']",6 DAYS AGO
Staff Engineer (Data science Microsoft Bot Framework),Nagarro,6-9 Yrs,Not disclosed,Remote,"['python', 'data science', 'Microsoft Bot Framework', 'nlp', 'data analytics', 'data sci', 'time series', 'machine learning']",7 DAYS AGO
MIS Executive and Analyst,Capgemini,1-5 Yrs,"2,00,000 - 7,00,000 PA.",Remote,"['Excel', 'written', 'verbal', 'communication', 'Pivot Table', 'mis', 'VLOOKUP', 'HLOOKUP']",26 DAYS AGO
Job Opportunity - Senior BI Analyst,iSOCRATES MAdTech Private Limited,4-7 Yrs,"5,00,000 - 12,00,000 PA.",Mysore/Mysuru,"['Problem Solving', 'Data Visualization', 'Data Modeling', 'Dashboards', 'Data Analytics']",15 DAYS AGO
Senior Commercial Finance Analyst,Infoblox,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Analytical', 'SAAS', 'Trend analysis', 'Equity', 'Security services', 'Wellness', 'commercial finance']",30+ DAYS AGO
Senior Gis Analyst,TIMS SOLUTIONS PRIVATE LIMITED,3-8 Yrs,"4,00,000 - 9,00,000 PA.",Bangalore/Bengaluru,"['ArcGIS Enterprise', 'team management', 'MS Excel', 'ArcGIS Desktop', 'QGIS', 'ESRI', 'ArcGIS Server', 'ArcGIS Pro']",2 DAYS AGO
Analyst / Senior Analyst - Benchmarking - Hyderabad,The Hackett Group,4-9 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Testing', 'secondary research', 'project management', 'data interpretation', 'data analytics', 'benchmarking', 'product development']",8 DAYS AGO
General Manager - Business Analyst & MIS ( Nathdwara/ Udaipur ),OASIS,10-20 Yrs,"20,00,000 - 30,00,000 PA.",Udaipur,"['business analysis', 'Profit and Loss', 'Hospitality', 'Multiplex', 'general management', 'Udaipur', 'CAPEX', 'Mall']",28 DAYS AGO
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Noida,"['Procurement', 'Analyst', 'Payment processing', 'Invoice processing', 'Consulting', 'Succession planning', 'Data analytics', 'Taxation']",8 DAYS AGO
Senior Analyst-Record To Report,Accenture,5-8 Yrs,Not disclosed,Mumbai,"['Journal entries', 'Process orientation', 'Financial analysis', 'Master data management', 'Consulting', 'record to report', 'Forecasting', 'Operations']",8 DAYS AGO
Senior Analyst-Clinical,Accenture,5-8 Yrs,Not disclosed,Chennai,"['IT Skills', 'Cloud', 'Analytical skills', 'Analyst', 'Project initiation', 'Consulting', 'Clinical trials', 'Life sciences']",8 DAYS AGO
Senior Analyst-Record To Report,Accenture,5-8 Yrs,Not disclosed,Chennai,"['IT Skills', 'Cloud', 'Analyst', 'Journal entries', 'Balance Sheet analysis', 'Consulting', 'record to report', 'Succession planning']",11 DAYS AGO
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Chennai,"['IT Skills', 'Cloud', 'Business administration', 'Procurement', 'Analyst', 'Billing', 'Consulting', 'Financial management']",11 DAYS AGO
Senior Analyst-Digital Marketing Analytics,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Cloud', 'Digital Marketing', 'Business administration', 'Analyst', 'Marketing analytics', 'Visual Basic', 'Web analytics']",11 DAYS AGO
Senior Analyst-Order To Cash Processing,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['O2C', 'Analyst', 'Billing', 'Consulting', 'Cash flow', 'Succession planning', 'Data analytics', 'Client relationship']",11 DAYS AGO
Senior Analyst-Talent Acquisition,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Cloud', 'Analyst', 'Performance management', 'Talent acquisition', 'Consulting', 'Succession planning', 'Scheduling']",11 DAYS AGO
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Noida,"['Procurement', 'Analyst', 'Finance', 'Billing', 'Consulting', 'Financial operations', 'Succession planning', 'Data analytics']",13 DAYS AGO
Senior Analyst-Supply chain planning,Accenture,5-8 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Cloud', 'Supply chain', 'Analyst', 'Content management', 'Publishing', 'Excel', 'Process orientation']",13 DAYS AGO
Senior Analyst-Telecom Operations,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['Telecom', 'Analyst', 'Customer service management', 'Network operations', 'Consulting', 'Customer retention', 'Succession planning', 'Data analytics']",13 DAYS AGO
Senior Analyst-Record To Report,Accenture,5-8 Yrs,Not disclosed,Chennai,"['IT Skills', 'Cloud', 'Analyst', 'Journal entries', 'Consulting', 'record to report', 'Succession planning', 'Data analytics']",13 DAYS AGO
Quality Analyst (QA/Senior QA),AcadsHR,3-6 Yrs,Not disclosed,Gurgaon/Gurugram,"['BPO', 'Quality monitoring', 'Quality standards', 'Call monitoring', 'Data management', 'Management Staff', 'Quality Analyst', 'Customer service']",12 DAYS AGO
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Noida,"['Procurement', 'Analyst', 'Purchase requisition', 'Payment processing', 'Consulting', 'Succession planning', 'Data analytics', 'Management']",14 DAYS AGO
Senior Analyst-Supply chain engineering service,Accenture,5-8 Yrs,Not disclosed,Mumbai,"['Supply chain', 'Business process', 'Analyst', 'Data management', 'Consulting', 'Management', 'Individual Contributor', 'Solid works']",14 DAYS AGO
Senior Analyst-Clinical,Accenture,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Project Management', 'BPO', 'project management', 'Analyst', 'Data management', 'EDC', 'Project initiation']",14 DAYS AGO
Senior Analyst-Procurement management,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['Procurement', 'Bidding', 'Senior Analyst', 'Consulting', 'Procurement management', 'Spend analysis', 'Data analytics', 'Management']",15 DAYS AGO
Senior Analyst-Order To Cash Processing,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Cloud', 'Analytical skills', 'O2C', 'Process orientation', 'Master data management', 'Senior Analyst', 'Billing']",15 DAYS AGO
Senior Analyst-Record To Report,Accenture,5-8 Yrs,Not disclosed,Chennai,"['IT Skills', 'Cloud', 'Usage', 'Journal entries', 'Senior Analyst', 'Consulting', 'record to report', 'Succession planning']",15 DAYS AGO
Senior Analyst-Procure To Pay Processing,Accenture,5-8 Yrs,Not disclosed,Gurgaon/Gurugram,"['IT Skills', 'Cloud', 'Procurement', 'Analytical skills', 'Analyst', 'Process orientation', 'Billing', 'Consulting']",15 DAYS AGO
Senior Analyst-Finance Processes,Accenture,5-8 Yrs,Not disclosed,Noida,"['IT Skills', 'Cloud', 'Analyst', 'Financial planning', 'Consulting', 'Succession planning', 'Data analytics', 'Budgeting']",15 DAYS AGO
Senior Analyst-Procurement management,Accenture,5-8 Yrs,Not disclosed,Mumbai,"['IT Skills', 'Cloud', 'SAP', 'Analyst', 'Bidding', 'Consulting', 'Succession planning', 'Procurement management']",15 DAYS AGO
"Sr. Manager,Asset Management Senior Analyst",PEPSI FOODS PRIV LIMITED,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Computer science', 'Service management', 'Change management', 'Team management', 'Data management', 'Project management', 'Configuration management', 'Analytical']",14 DAYS AGO
Urgent Opening For Forecasting Analyst And Manager - Bangalore,Yellow Box HR Services Pvt. Ltd.,3-8 Yrs,"25,00,000 - 40,00,000 PA.",Bangalore/Bengaluru,"['data crunching', 'Data Analysis', 'business analysis', 'business analytics', 'Data Warehousing', 'Data Analytics', 'Business analyst', 'Forecasting']",30+ DAYS AGO
Urgent Opening For Forecasting Analyst And Manager - Bangalore,Yellow Box HR Services Pvt. Ltd.,3-8 Yrs,"25,00,000 - 40,00,000 PA.",Bangalore/Bengaluru,"['data crunching', 'Data Analysis', 'business analysis', 'business analytics', 'Data Warehousing', 'Data Analytics', 'Business analyst', 'Forecasting']",30+ DAYS AGO
ITSM Analyst - IT Functional Planning,Lowes Services India Private limited,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Supply chain', 'Data analysis', 'Senior management', 'Financial analysis', 'Standard operating procedures', 'E-commerce', 'Merchandising', 'Store operations']",30+ DAYS AGO
Product Analyst,Career Catalysts HRC Pvt. Ltd.,4-7 Yrs,"13,00,000 - 20,00,000 PA.","Noida, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Product Analysis', 'Data Analysis', 'SQL', 'IT Skills', 'Python', 'Project Management', 'BPO', 'project management']",20 DAYS AGO
HRIS Analyst,Momentive Performance Materials Inc.,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"['Outbound', 'Data analysis', 'Payroll', 'Coding', 'XML', 'data integrity', 'Manager Quality Control', 'Troubleshooting']",30+ DAYS AGO
Urgent Hiring For S&OE Analyst,Adecco India Private Limited,4-9 Yrs,Not disclosed,"Mumbai, Thane","['Data Analysis', 'Supply Chain Management', 'Operations Management', 'marketing', 'business management', 'written communication', 'scenario planning', 'international business']",2 DAYS AGO
Market Risk Analyst,Deutsche Bank,2-5 Yrs,Not disclosed,Pune,"['Data analysis', 'Business analysis', 'Project management', 'Functional testing', 'Market risk', 'Workflow', 'Data quality', 'market data']",6 DAYS AGO
Programmer Analyst Staff,"Qualcomm Technologies, Inc",12-15 Yrs,Not disclosed,Bengaluru,"['Unix', 'Data analysis', 'Software design', 'Programmer Analyst', 'Data management', 'Scheduling', 'Resource management', 'Information technology']",30+ DAYS AGO
Amazon Hiring For Quality Analyst,Amazon,1-5 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","['Quality Audit', 'Capa', 'RCA', 'Kaizen', 'Why-why Analysis', 'Quality Analysis', 'Poka Yoke', 'Quality Assurance']",18 DAYS AGO
Operational Performance Analyst,GSK India,6-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['PowerBI', 'Project Management', 'process design', 'Lean', 'Consulting', 'Operational Performance Analyst', 'Agile', 'Modelling']",19 DAYS AGO
Software Analyst,Capgemini,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IBM Cognos BI', 'Java', 'Agile Methodology', 'BI Reporting Development', 'RDBMS', 'JSP', 'IBM OpenPages GRC suite', 'verbal']",20 DAYS AGO
Analyst - Learning,Infosys,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"['Java', 'Teaching', '.Net', 'IT Skills', 'Python', 'Software Development', 'Testing', 'Selenium']",20 DAYS AGO
Lead Risk & Compliance Analyst,HCL,8-13 Yrs,Not disclosed,"Bangalore/Bengaluru
(WFH during Covid)","['SOX', 'Auditing', 'internal auditing', 'Risk Management', 'program management', 'Business Regulatory Compliance', 'Compliance Monitoring', 'Finance']",22 DAYS AGO
Advisor Research Analyst,DXC Technology,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Library science', 'Business analysis', 'Analytical', 'Social media', 'Intranet', 'Market research', 'Research']",30+ DAYS AGO
CPUSS Architecture performance Analyst - Lead S,"Qualcomm Technologies, Inc",3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['C++', 'Product engineering', 'Simulation', 'RF', 'Analog', 'Circuit designing', 'Hardware design', 'Packaging']",30+ DAYS AGO
Research Analyst,Invesco (India) Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"['R', 'MATLAB', 'Python', 'Excel', 'data analysis', 'VBA', 'Microsoft Office', 'PowerPoint']",15 DAYS AGO
"Analyst, Ad Revenue Operations",The Walt Disney,3-5 Yrs,Not disclosed,Mumbai,"['Data analysis', 'Automation', 'Product engineering', 'Sales operations', 'Senior Analyst', 'Analytical', 'Project management', 'SQL']",3 DAYS AGO
Analyst-HR Operations,Accenture,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['IT Skills', 'Cloud', 'Process design', 'Administration', 'Job analysis', 'Payroll', 'Backend', 'Performance management']",4 DAYS AGO
People Reporting Analyst,Micron Tech,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Data Transformation', 'Data Analysis', 'Data Extraction', 'HR Processes', 'Process Mapping', 'Business Rules', 'Decision Support', 'Service Delivery']",4 DAYS AGO
"Technical Research Analyst,Pan India",Demandbase,4-8 Yrs,Not disclosed,remote,"['Telecom', 'SAN', 'Data analysis', 'Social media', 'Agile', 'Manager Technology', 'Data quality', 'ICT']",3 DAYS AGO
"Research Analyst I / II, Pan India",International Food Policy (IFPRI),1-4 Yrs,Not disclosed,remote,"['Analytical skills', 'Economics', 'Data analysis', 'Interpersonal skills', 'Transcription', 'Statistical software', 'Research', 'Econometrics']",5 DAYS AGO
PDS Risk Analyst,BSS,1-3 Yrs,Not disclosed,Mumbai (All Areas),"['risk management', 'macros', 'data analysis', 'fixed income derivatives', 'vba', 'advanced excel', 'market risk', 'options']",5 DAYS AGO
Programmer Analyst (Veeva EDC/ Custom function),Labcorp Drug Development India Private Limited,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"['clinical operations', 'medical', 'inform', 'medidata rave', 'edc', 'drug development', 'clinical data management', 'sas programming']",5 DAYS AGO
Programmer Analyst,Labcorp Drug Development India Private Limited,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['inform', 'quality check', 'medidata rave', 'edc', 'data cleaning', 'drug development', 'visual analytics', 'clinical data management']",5 DAYS AGO
TA Analyst,Franklin Templeton,2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"['Administration', 'Data analysis', 'Change management', 'Data modeling', 'Analytical', 'Trend analysis', 'Workflow', 'Customer service']",7 DAYS AGO
Job Opportunity For IT Analyst & PM - Application,3i Infotech,4-9 Yrs,Not disclosed,Mumbai(Worli),"['Project Management', 'Agile', 'IT Management', 'Workflow Management', 'Agile methodologies', 'Requirement Gathering', 'Finance', 'Business Applications']",30+ DAYS AGO
Analyst - KYC,Societe Generale,3-8 Yrs,Not disclosed,Chennai,"['KYC', 'communication skills', 'Client Onboarding', 'Compliance', 'Regulatory Infraction', 'Due Diligence', 'Customer Data Management']",22 DAYS AGO
Human Resource Information System Analyst,Galgotias,3-6 Yrs,Not disclosed,Greater Noida,"['ERP', 'MS Data management', 'Succession Planning', 'MIS', 'Reports', 'Talent Management', 'Human Resources', 'Stakeholders']",30+ DAYS AGO
Video/Web Monitoring Analyst,Pearson Education India,2-7 Yrs,Not disclosed,Noida,"['Security Analysis', 'Data Management', 'General Management', 'Senior Management', 'Test Development', 'Process Efficiency', 'Business Continuity', 'Security Services']",28 DAYS AGO
Staff Analyst - SAP MDG,Seagate,3-7 Yrs,Not disclosed,Pune,"['Business process', 'Data migration', 'SAP', 'RSS', 'SOA', 'Data management', 'Workflow', 'Ale']",30+ DAYS AGO
Product Research Analyst,POST A RESUME HR Consultancy,3-4 Yrs,Not disclosed,Ahmedabad,"['SAP', 'Interior Architect', 'E-commerce', 'Product sales', 'Data analytics', 'Business intelligence', 'Product research', 'Research Analyst']",6 DAYS AGO
"Innovation & Strategic Projects Management, Manufacturing /Engineering",Akshaya Patra Foundation,0-2 Yrs,Not disclosed,Bangalore/Bengaluru(Yeshwanthpur),"['Gap Analysis', 'Root Cause Analysis', 'Lean Operations', 'cross functional teams', 'Industrial Engineering', 'Innovation Management', 'Material Resource Planning', 'Project Execution']",
Graduate Engineering Trainee Program,AkzoNobel,0-1 Yrs,"8,50,000 PA.","Mohali/SAS Nagar, Thane, Hyderabad/Secunderabad, Bangalore/Bengaluru","['manufacturing', 'qa', 'project management', 'quality control', 'production planning', 'production scheduling', 'production engineering', 'oee']",
Sr. Data Scientist- Advanced Analytics/Data Science & Machine Learning,Fidelity IT Jobs,7-12 Yrs,Not disclosed,Gurgaon/Gurugram,"['Data Science', 'R', 'Scala', 'Data Management', 'Advanced Analytics', 'Web Analytics', 'Data Modeling', 'Data Analytics']",20 DAYS AGO
Senior Data Scientist - Analytics Organization- Data Science,PlaceMinds Consulting Pvt. Ltd,6-11 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru","['Data Science', 'analytics', 'Predictive Modeling', 'Java Portal', 'Text Analytics', 'Hadoop', 'Natural Language Processing', 'Text Mining']",22 DAYS AGO
Senior/Lead Data Scientist - Machine Learning/Deep Learning,Squareroot Consulting Pvt Ltd,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,"['NLP', 'Machine Learning', 'Deep Learning', 'IT Skills', 'Python', 'Data Science', 'Data Scientist', 'Artificial Intelligence']",30+ DAYS AGO
Senior Data Scientist (Video Analytics),Hitachi Ltd.,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,"['Neural networks', 'Artificial Intelligence', 'Machine learning', 'Signal processing', 'Manager Technology', 'Pattern recognition', 'Research', 'Analytics']",11 DAYS AGO
"MNC Hiring For "" Data scientist/ Sr. Data scientist ""- Gurgaon",ESS CEE HR SOLUTIONS,3-8 Yrs,"7,00,000 - 15,00,000 PA.",Gurgaon/Gurugram,"['python', 'R', 'machine learning', 'predictive modelling', 'Stastical modelling', 'market scenario', 'data collection', 'business intelligence']",12 DAYS AGO
Senior Data Scientist For leading NBFC,SKILLVENTORY,6-11 Yrs,Not disclosed,Pune,"['Data Science', 'Use Cases', 'Artificial Intelligence', 'Problem Solving', 'Data Analysis', 'Senior Management', 'Deep Learning', 'Analytics']",22 DAYS AGO
Senior Data Scientist - Python/Machine Learning Algorithms,Altimax Business Solutions,4-9 Yrs,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru","['ML algorithms', 'Machine Learning Algorithms', 'Python', 'Perl', 'Data Science', 'Data Analytics', 'Machine Learning', 'Django']",30+ DAYS AGO
